coder_id,coder,jobset,unit_id,unit_status,variable,value,time_question,time_answer,field
12141,PSID_GOES_HERE,set_1,intro,DONE,intro,confirmed,2024-10-11T13:48:22.100Z,2024-10-11T13:48:26.697Z,
14211,123,set_3,intro,DONE,intro,confirmed,2024-10-16T11:49:12.167Z,2024-10-16T11:49:13.755Z,
14212,PSID_GOES_HERE,set_4,intro,DONE,intro,confirmed,2024-10-16T12:08:07.044Z,2024-10-16T12:08:09.193Z,
14251,7lkguFRx_T85MxJuaJyuRg**,set_6,intro,DONE,intro,confirmed,2024-10-16T12:22:52.045Z,2024-10-16T12:22:59.342Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,intro,DONE,intro,confirmed,2024-10-16T12:23:30.973Z,2024-10-16T12:23:47.257Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,survey,DONE,geslacht,Man,2024-10-16T12:23:48.258Z,2024-10-16T12:23:50.272Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,survey,DONE,leeftijd.jaar,77,2024-10-16T12:23:50.828Z,2024-10-16T12:23:54.410Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,survey,DONE,opleiding,Master HBO/WO,2024-10-16T12:24:00.435Z,2024-10-16T12:24:04.433Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,survey,DONE,politiek_int,Wel geinteresseerd,2024-10-16T12:24:04.634Z,2024-10-16T12:24:11.041Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,survey,DONE,politiek_pos,2. links,2024-10-16T12:24:18.168Z,2024-10-16T12:24:22.521Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,training_intro,DONE,continue,confirmed,2024-10-16T12:24:25.606Z,2024-10-16T12:25:03.056Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,training1,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:25:04.166Z,2024-10-16T12:25:16.449Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,training2,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:25:19.205Z,2024-10-16T12:25:30.657Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s241,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:25:34.621Z,2024-10-16T12:25:44.369Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s242,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:25:47.498Z,2024-10-16T12:26:01.024Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s243,DONE,fact_opinion,1. Absoluut een mening,2024-10-16T12:26:03.917Z,2024-10-16T12:26:14.649Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s244,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:26:17.385Z,2024-10-16T12:26:24.385Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s245,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:26:27.303Z,2024-10-16T12:26:33.794Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s246,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:26:36.451Z,2024-10-16T12:26:46.633Z,
14267,7lkguFRx_T9UvnK2iWEGMg**,set_8,intro,DONE,intro,confirmed,2024-10-16T12:26:41.021Z,2024-10-16T12:26:57.018Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s247,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:26:48.957Z,2024-10-16T12:26:59.668Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,intro,DONE,intro,confirmed,2024-10-16T12:34:14.050Z,2024-10-16T12:34:17.967Z,
14267,7lkguFRx_T9UvnK2iWEGMg**,set_8,survey,DONE,geslacht,Man,2024-10-16T12:26:57.809Z,2024-10-16T12:27:00.968Z,
14267,7lkguFRx_T9UvnK2iWEGMg**,set_8,survey,DONE,leeftijd.jaar,58,2024-10-16T12:27:01.400Z,2024-10-16T12:27:07.598Z,
14267,7lkguFRx_T9UvnK2iWEGMg**,set_8,survey,DONE,opleiding,VMBO,2024-10-16T12:27:11.109Z,2024-10-16T12:27:13.441Z,
14267,7lkguFRx_T9UvnK2iWEGMg**,set_8,survey,DONE,politiek_int,Enigszins geinteresseerd,2024-10-16T12:27:13.629Z,2024-10-16T12:27:26.265Z,
14267,7lkguFRx_T9UvnK2iWEGMg**,set_8,survey,DONE,politiek_pos,5. rechts,2024-10-16T12:27:29.477Z,2024-10-16T12:27:37.553Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s248,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:27:02.792Z,2024-10-16T12:27:08.673Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,survey,DONE,geslacht,Man,2024-10-16T12:26:56.274Z,2024-10-16T12:26:59.196Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,survey,DONE,leeftijd.jaar,73,2024-10-16T12:26:59.542Z,2024-10-16T12:27:02.124Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,survey,DONE,opleiding,Bachelor HBO/WO,2024-10-16T12:27:03.560Z,2024-10-16T12:27:05.856Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,survey,DONE,politiek_int,Zeer geinteresseerd,2024-10-16T12:27:06.039Z,2024-10-16T12:27:10.148Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,survey,DONE,politiek_pos,2. links,2024-10-16T12:27:11.896Z,2024-10-16T12:27:15.552Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s249,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:27:10.964Z,2024-10-16T12:27:19.153Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,intro,DONE,intro,confirmed,2024-10-16T12:27:14.856Z,2024-10-16T12:27:55.208Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s250,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:27:21.469Z,2024-10-16T12:27:32.306Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,training_intro,DONE,continue,confirmed,2024-10-16T12:27:16.934Z,2024-10-16T12:27:28.874Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s251,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:27:35.833Z,2024-10-16T12:27:51.810Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,training1,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:27:29.728Z,2024-10-16T12:27:41.022Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,intro,DONE,intro,confirmed,2024-10-16T12:27:43.243Z,2024-10-16T12:27:46.083Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,training2,DONE,fact_opinion,1. Absoluut een mening,2024-10-16T12:27:43.798Z,2024-10-16T12:27:50.888Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,survey,DONE,geslacht,Man,2024-10-16T12:27:46.943Z,2024-10-16T12:27:48.700Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,survey,DONE,leeftijd.jaar,34,2024-10-16T12:27:49.184Z,2024-10-16T12:27:51.250Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,survey,DONE,opleiding,Bachelor HBO/WO,2024-10-16T12:27:52.000Z,2024-10-16T12:27:53.732Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,survey,DONE,politiek_int,Helemaal niet geinteresseerd,2024-10-16T12:27:53.922Z,2024-10-16T12:27:56.852Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,survey,DONE,politiek_pos,2. links,2024-10-16T12:27:57.651Z,2024-10-16T12:27:59.316Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s252,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:27:54.003Z,2024-10-16T12:27:59.074Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,survey,DONE,geslacht,Vrouw,2024-10-16T12:27:56.334Z,2024-10-16T12:27:58.808Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,survey,DONE,leeftijd.jaar,52,2024-10-16T12:27:59.285Z,2024-10-16T12:28:02.492Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,survey,DONE,opleiding,HAVO/VWO,2024-10-16T12:28:03.847Z,2024-10-16T12:28:06.801Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,survey,DONE,politiek_int,Enigszins geinteresseerd,2024-10-16T12:28:06.990Z,2024-10-16T12:28:09.832Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,survey,DONE,politiek_pos,6. rechts,2024-10-16T12:28:12.457Z,2024-10-16T12:28:20.336Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s321,DONE,fact_opinion,1. Absoluut een mening,2024-10-16T12:27:52.697Z,2024-10-16T12:27:58.510Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s253,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:28:01.688Z,2024-10-16T12:28:06.649Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,training_intro,DONE,continue,confirmed,2024-10-16T12:28:00.336Z,2024-10-16T12:28:02.829Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,training1,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:28:03.797Z,2024-10-16T12:28:11.133Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s322,DONE,fact_opinion,1. Absoluut een mening,2024-10-16T12:28:00.712Z,2024-10-16T12:28:03.942Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s254,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:28:09.089Z,2024-10-16T12:28:16.049Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s323,DONE,fact_opinion,1. Absoluut een mening,2024-10-16T12:28:05.607Z,2024-10-16T12:28:09.122Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,training2,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:28:12.149Z,2024-10-16T12:28:16.390Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s324,DONE,fact_opinion,1. Absoluut een mening,2024-10-16T12:28:10.632Z,2024-10-16T12:28:15.886Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s255,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:28:19.213Z,2024-10-16T12:29:13.329Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s401,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:28:17.633Z,2024-10-16T12:28:34.176Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s325,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:28:17.567Z,2024-10-16T12:28:22.396Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,training_intro,DONE,continue,confirmed,2024-10-16T12:28:22.675Z,2024-10-16T12:28:55.376Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s326,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:28:24.376Z,2024-10-16T12:28:31.872Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,intro,DONE,intro,confirmed,2024-10-16T12:28:36.652Z,2024-10-16T12:28:39.232Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s402,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:28:35.512Z,2024-10-16T12:28:38.104Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s327,DONE,fact_opinion,1. Absoluut een mening,2024-10-16T12:28:33.522Z,2024-10-16T12:28:38.245Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,survey,DONE,geslacht,Vrouw,2024-10-16T12:28:39.944Z,2024-10-16T12:28:41.777Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,survey,DONE,leeftijd.jaar,72,2024-10-16T12:28:42.413Z,2024-10-16T12:28:46.244Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,survey,DONE,opleiding,VMBO,2024-10-16T12:28:48.335Z,2024-10-16T12:28:50.663Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,survey,DONE,politiek_int,neutraal,2024-10-16T12:28:50.901Z,2024-10-16T12:28:59.226Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,survey,DONE,politiek_pos,4. midden,2024-10-16T12:29:00.444Z,2024-10-16T12:29:01.919Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s403,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:28:39.634Z,2024-10-16T12:28:44.032Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s328,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:28:39.956Z,2024-10-16T12:28:45.372Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s404,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:28:45.735Z,2024-10-16T12:28:48.681Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s405,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:28:50.160Z,2024-10-16T12:28:56.257Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s329,DONE,fact_opinion,6. Absoluut feitelijk,,,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s330,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:28:52.340Z,2024-10-16T12:29:04.546Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,training1,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:28:56.380Z,2024-10-16T12:29:05.121Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s406,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:28:57.947Z,2024-10-16T12:29:01.857Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s407,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:29:03.178Z,2024-10-16T12:29:04.602Z,
14283,7lkguFRx_T8zir5AHhvTDQ**,set_13,intro,DONE,intro,confirmed,2024-10-16T12:29:03.631Z,2024-10-16T12:29:10.033Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,training_intro,DONE,continue,confirmed,2024-10-16T12:29:04.549Z,2024-10-16T12:29:08.279Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s408,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:29:06.084Z,2024-10-16T12:29:09.333Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,training2,DONE,fact_opinion,1. Absoluut een mening,2024-10-16T12:29:07.403Z,2024-10-16T12:29:16.552Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,training1,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:09.123Z,2024-10-16T12:29:12.295Z,
14285,7lkguFRx_T_62j6a-ijQ6g**,set_14,intro,DONE,intro,confirmed,2024-10-16T12:29:07.522Z,2024-10-16T12:29:42.840Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s331,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:29:05.978Z,2024-10-16T12:29:20.888Z,
14286,7lkguFRx_T8N2nPD9lUuLw**,set_15,intro,DONE,intro,confirmed,2024-10-16T12:29:11.623Z,2024-10-16T12:29:19.614Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s409,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:29:10.792Z,2024-10-16T12:29:14.669Z,
14283,7lkguFRx_T8zir5AHhvTDQ**,set_13,survey,DONE,geslacht,Vrouw,2024-10-16T12:29:10.758Z,2024-10-16T12:29:12.299Z,
14283,7lkguFRx_T8zir5AHhvTDQ**,set_13,survey,DONE,leeftijd.jaar,61,2024-10-16T12:29:30.627Z,2024-10-16T12:29:33.579Z,
14283,7lkguFRx_T8zir5AHhvTDQ**,set_13,survey,DONE,opleiding,Bachelor HBO/WO,2024-10-16T12:29:35.530Z,2024-10-16T12:29:38.927Z,
14283,7lkguFRx_T8zir5AHhvTDQ**,set_13,survey,DONE,politiek_int,Enigszins niet geinteresseerd,2024-10-16T12:29:39.168Z,2024-10-16T12:29:42.778Z,
14283,7lkguFRx_T8zir5AHhvTDQ**,set_13,survey,DONE,politiek_pos,4. midden,2024-10-16T12:29:44.476Z,2024-10-16T12:29:47.978Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s256,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:29:15.810Z,2024-10-16T12:29:21.881Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,training2,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:29:14.904Z,2024-10-16T12:29:16.189Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s410,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:29:15.977Z,2024-10-16T12:29:23.243Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s441,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:18.074Z,2024-10-16T12:29:19.586Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,s361,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:29:19.862Z,2024-10-16T12:29:25.984Z,
14286,7lkguFRx_T8N2nPD9lUuLw**,set_15,survey,DONE,geslacht,Vrouw,2024-10-16T12:29:20.656Z,2024-10-16T12:29:22.297Z,
14286,7lkguFRx_T8N2nPD9lUuLw**,set_15,survey,DONE,leeftijd.jaar,54,2024-10-16T12:29:22.733Z,2024-10-16T12:29:25.951Z,
14286,7lkguFRx_T8N2nPD9lUuLw**,set_15,survey,DONE,opleiding,MBO,2024-10-16T12:29:27.815Z,2024-10-16T12:29:30.886Z,
14286,7lkguFRx_T8N2nPD9lUuLw**,set_15,survey,DONE,politiek_int,Niet geintereseerd,2024-10-16T12:29:31.097Z,2024-10-16T12:29:34.924Z,
14286,7lkguFRx_T8N2nPD9lUuLw**,set_15,survey,DONE,politiek_pos,6. rechts,2024-10-16T12:29:36.148Z,2024-10-16T12:29:40.476Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s442,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:21.472Z,2024-10-16T12:29:23.154Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s257,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:29:24.300Z,2024-10-16T12:29:31.665Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s443,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:24.732Z,2024-10-16T12:29:25.855Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s411,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:24.626Z,2024-10-16T12:29:36.685Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s332,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:29:23.507Z,2024-10-16T12:29:28.630Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s444,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:27.587Z,2024-10-16T12:29:28.825Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,s362,DONE,fact_opinion,2. Overwegend een mening,2024-10-16T12:29:27.931Z,2024-10-16T12:29:39.576Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s445,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:30.392Z,2024-10-16T12:29:31.340Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s258,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:34.288Z,2024-10-16T12:29:43.617Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s446,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:29:33.011Z,2024-10-16T12:29:34.170Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s333,DONE,fact_opinion,6. Absoluut feitelijk,,,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s447,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:29:35.829Z,2024-10-16T12:29:37.238Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s448,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:38.845Z,2024-10-16T12:29:39.802Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s412,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:29:38.088Z,2024-10-16T12:29:40.680Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s449,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:29:41.530Z,2024-10-16T12:29:42.524Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,s363,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:29:42.591Z,2024-10-16T12:29:52.671Z,
14286,7lkguFRx_T8N2nPD9lUuLw**,set_15,training_intro,DONE,continue,confirmed,2024-10-16T12:29:42.641Z,2024-10-16T12:30:00.093Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s413,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:41.948Z,2024-10-16T12:29:45.264Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s259,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:29:46.374Z,2024-10-16T12:30:11.016Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s450,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:44.028Z,2024-10-16T12:29:45.582Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s334,DONE,fact_opinion,1. Absoluut een mening,2024-10-16T12:29:40.533Z,2024-10-16T12:29:48.032Z,
14285,7lkguFRx_T_62j6a-ijQ6g**,set_14,survey,DONE,geslacht,Man,2024-10-16T12:29:43.778Z,2024-10-16T12:29:52.335Z,
14285,7lkguFRx_T_62j6a-ijQ6g**,set_14,survey,DONE,leeftijd.jaar,66,2024-10-16T12:29:52.679Z,2024-10-16T12:29:58.549Z,
14285,7lkguFRx_T_62j6a-ijQ6g**,set_14,survey,DONE,opleiding,MBO,2024-10-16T12:30:02.310Z,2024-10-16T12:30:10.109Z,
14285,7lkguFRx_T_62j6a-ijQ6g**,set_14,survey,DONE,politiek_int,Zeer geinteresseerd,2024-10-16T12:30:10.398Z,2024-10-16T12:30:42.005Z,
14285,7lkguFRx_T_62j6a-ijQ6g**,set_14,survey,DONE,politiek_pos,4. midden,2024-10-16T12:30:46.128Z,2024-10-16T12:32:07.947Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s451,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:47.166Z,2024-10-16T12:29:47.907Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s414,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:29:46.667Z,2024-10-16T12:29:49.856Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s452,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:49.561Z,2024-10-16T12:29:50.243Z,
14283,7lkguFRx_T8zir5AHhvTDQ**,set_13,training_intro,DONE,continue,confirmed,2024-10-16T12:29:49.899Z,2024-10-16T12:30:08.758Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s453,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:29:51.677Z,2024-10-16T12:29:52.614Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s415,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:29:51.135Z,2024-10-16T12:29:55.479Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s335,DONE,fact_opinion,1. Absoluut een mening,,,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s454,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:29:54.312Z,2024-10-16T12:29:55.138Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,s364,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:29:54.836Z,2024-10-16T12:29:58.768Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s455,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:56.680Z,2024-10-16T12:29:57.410Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s416,DONE,fact_opinion,1. Absoluut een mening,2024-10-16T12:29:56.806Z,2024-10-16T12:30:00.129Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s456,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:29:58.885Z,2024-10-16T12:30:00.097Z,
14286,7lkguFRx_T8N2nPD9lUuLw**,set_15,training1,DONE,fact_opinion,6. Absoluut feitelijk,2024-10-16T12:30:01.164Z,2024-10-16T12:30:13.212Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s457,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:30:01.590Z,2024-10-16T12:30:02.799Z,
14275,7lkguFRx_T-Qqh5s18oT8A**,set_11,s417,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:30:01.390Z,2024-10-16T12:30:12.848Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,s365,DONE,fact_opinion,1. Absoluut een mening,2024-10-16T12:30:02.788Z,2024-10-16T12:30:08.048Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s458,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:30:04.225Z,2024-10-16T12:30:06.187Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s336,DONE,fact_opinion,1. Absoluut een mening,,,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s459,DONE,fact_opinion,3. Gedeeltelijk een mening,2024-10-16T12:30:07.696Z,2024-10-16T12:30:08.480Z,
14290,7lkguFRx_T-q-uJoTKfjyw**,set_16,intro,DONE,intro,confirmed,2024-10-16T12:30:09.329Z,2024-10-16T12:30:16.919Z,
14272,7lkguFRx_T9Z7ZvPGQpd0Q**,set_10,s366,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:30:10.067Z,2024-10-16T12:30:15.936Z,
14280,7lkguFRx_T8AZNjEFX6QQw**,set_12,s460,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:30:10.455Z,2024-10-16T12:30:11.537Z,
14283,7lkguFRx_T8zir5AHhvTDQ**,set_13,training1,DONE,fact_opinion,5. Overwegend feitelijk,2024-10-16T12:30:09.521Z,2024-10-16T12:30:16.263Z,
14254,7lkguFRx_T_YGu9O-p6V2A**,set_7,s260,DONE,fact_opinion,4. Gedeeltelijk feitelijk,2024-10-16T12:30:14.401Z,2024-10-16T12:30:26.377Z,
14270,7lkguFRx_T_DV4e6KQDu1A**,set_9,s337,DONE,fact_opinion,1. Absoluut een mening,,,
